kind,device,device_type,kernel,modulus,bits,operation,items,seconds,ops_per_sec,mismatches
library,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,host-cpu,gmp-1t,secp256k1,256,ADD,200000,0.004366861,45799488.297,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w8,secp256k1,256,ADD,200000,0.000347108,576189546.474,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w8,secp256k1,256,ADD,200000,0.002409690,82998227.936,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w16,secp256k1,256,ADD,200000,0.000160237,1248151039.341,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w16,secp256k1,256,ADD,200000,0.002459190,81327592.565,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w32,secp256k1,256,ADD,200000,0.000093831,2131492128.307,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w32,secp256k1,256,ADD,200000,0.002255584,88668830.385,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w32-opt,secp256k1,256,ADD,200000,0.000091960,2174858317.789,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w32-opt,secp256k1,256,ADD,200000,0.002252545,88788460.265,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w32-o64,secp256k1,256,ADD,200000,0.000090805,2202521917.568,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w32-o64,secp256k1,256,ADD,200000,0.002344084,85321175.506,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w32-il,secp256k1,256,ADD,200000,0.000067497,2963093711.398,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w32-il,secp256k1,256,ADD,200000,0.002255231,88682710.431,0
opencl-kernel,NVIDIA GeForce RTX 3060,GPU,w32-il64,secp256k1,256,ADD,200000,0.000066810,2993563994.713,0
opencl-e2e,NVIDIA GeForce RTX 3060,GPU,w32-il64,secp256k1,256,ADD,200000,0.002332720,85736823.198,0
