kind,device,device_type,kernel,modulus,bits,operation,items,seconds,ops_per_sec,mismatches
library,13th Gen Intel(R) Core(TM) i5-13500T,host-cpu,gmp-1t,secp256k1,256,ADD,50000,0.000641081,77993264.263,0
library,NVIDIA GeForce RTX 5080,gpu,cgbn,secp256k1,256,ADD,50000,0.000007584,6592827004.219,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w8,secp256k1,256,ADD,50000,0.000040713,1228108982.563,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w8,secp256k1,256,ADD,50000,0.000727441,68734096.478,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w16,secp256k1,256,ADD,50000,0.000026070,1917913319.426,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w16,secp256k1,256,ADD,50000,0.000540795,92456475.918,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32,secp256k1,256,ADD,50000,0.000013817,3618730587.669,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32,secp256k1,256,ADD,50000,0.000489993,102042273.511,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-opt,secp256k1,256,ADD,50000,0.000013643,3664883368.199,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-opt,secp256k1,256,ADD,50000,0.000507757,98472300.301,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-o64,secp256k1,256,ADD,50000,0.000013290,3762226603.393,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-o64,secp256k1,256,ADD,50000,0.000554983,90092849.354,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-il,secp256k1,256,ADD,50000,0.000008164,6124446704.431,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-il,secp256k1,256,ADD,50000,0.000486854,102700193.876,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-il64,secp256k1,256,ADD,50000,0.000009604,5206164923.197,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-il64,secp256k1,256,ADD,50000,0.000534227,93593172.680,0
opencl-kernel,cpu-haswell-13th Gen Intel(R) Core(TM) i5-13500T,CPU,w8,secp256k1,256,ADD,50000,0.000193437,258482093.109,0
opencl-e2e,cpu-haswell-13th Gen Intel(R) Core(TM) i5-13500T,CPU,w8,secp256k1,256,ADD,50000,0.000573188,87231414.876,0
library,13th Gen Intel(R) Core(TM) i5-13500T,host-cpu,gmp-1t,secp256k1,256,SUBTRACT,50000,0.000464385,107669282.875,0
library,NVIDIA GeForce RTX 5080,gpu,cgbn,secp256k1,256,SUBTRACT,50000,0.000006912,7233796296.296,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w8,secp256k1,256,SUBTRACT,50000,0.000041004,1219393197.076,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w8,secp256k1,256,SUBTRACT,50000,0.000742739,67318398.762,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w16,secp256k1,256,SUBTRACT,50000,0.000024449,2045073401.969,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w16,secp256k1,256,SUBTRACT,50000,0.000537983,92939739.739,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32,secp256k1,256,SUBTRACT,50000,0.000014239,3511482114.580,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32,secp256k1,256,SUBTRACT,50000,0.000487076,102653384.996,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-opt,secp256k1,256,SUBTRACT,50000,0.000013651,3662734654.973,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-opt,secp256k1,256,SUBTRACT,50000,0.000498203,100360696.250,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-o64,secp256k1,256,SUBTRACT,50000,0.000012797,3907166380.829,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-o64,secp256k1,256,SUBTRACT,50000,0.000558029,89601078.392,0
opencl-kernel,NVIDIA GeForce RTX 5080,GPU,w32-il,secp256k1,256,SUBTRACT,50000,0.000007794,6415189396.186,0
opencl-e2e,NVIDIA GeForce RTX 5080,GPU,w32-il,secp256k1,256,SUBTRACT,50000,0.000489478,102149637.063,0
