kind,device,device_type,kernel,modulus,bits,operation,items,seconds,ops_per_sec,mismatches
library,Intel(R) Xeon(R) CPU E5-2699 v4 @ 2.20GHz,host-cpu,gmp-1t,secp256k1,256,ADD,50000,0.001046363,47784552.177,0
library,Quadro RTX 6000,gpu,cgbn,secp256k1,256,ADD,50000,0.000034816,1436121323.529,0
opencl-kernel,Quadro RTX 6000,GPU,w8,secp256k1,256,ADD,50000,0.000062333,802137923.203,0
opencl-e2e,Quadro RTX 6000,GPU,w8,secp256k1,256,ADD,50000,0.001093304,45732943.303,0
opencl-kernel,Quadro RTX 6000,GPU,w16,secp256k1,256,ADD,50000,0.000032822,1523383780.716,0
opencl-e2e,Quadro RTX 6000,GPU,w16,secp256k1,256,ADD,50000,0.001060393,47152342.375,0
library,Intel(R) Xeon(R) CPU E5-2699 v4 @ 2.20GHz,host-cpu,gmp-1t,secp256k1,256,SUBTRACT,50000,0.000760619,65735968.302,0
library,Quadro RTX 6000,gpu,cgbn,secp256k1,256,SUBTRACT,50000,0.000033760,1481042654.028,0
opencl-kernel,Quadro RTX 6000,GPU,w8,secp256k1,256,SUBTRACT,50000,0.000062166,804300991.760,0
opencl-e2e,Quadro RTX 6000,GPU,w8,secp256k1,256,SUBTRACT,50000,0.001104048,45287905.644,0
opencl-kernel,Quadro RTX 6000,GPU,w16,secp256k1,256,SUBTRACT,50000,0.000032617,1532953320.770,0
opencl-e2e,Quadro RTX 6000,GPU,w16,secp256k1,256,SUBTRACT,50000,0.001057196,47294901.494,0
library,Intel(R) Xeon(R) CPU E5-2699 v4 @ 2.20GHz,host-cpu,gmp-1t,secp256k1,256,ADDMOD,50000,0.003090981,16176092.194,0
library,Quadro RTX 6000,gpu,cgbn,secp256k1,256,ADDMOD,50000,0.000033248,1503849855.630,0
opencl-kernel,Quadro RTX 6000,GPU,w8,secp256k1,256,ADDMOD,50000,0.000090985,549543382.398,0
opencl-e2e,Quadro RTX 6000,GPU,w8,secp256k1,256,ADDMOD,50000,0.001137117,43970852.027,0
opencl-kernel,Quadro RTX 6000,GPU,w16,secp256k1,256,ADDMOD,50000,0.000046227,1081615988.396,0
opencl-e2e,Quadro RTX 6000,GPU,w16,secp256k1,256,ADDMOD,50000,0.001080520,46273996.897,0
library,Intel(R) Xeon(R) CPU E5-2699 v4 @ 2.20GHz,host-cpu,gmp-1t,secp256k1,256,SUBTRACTMOD,50000,0.002263989,22084910.035,0
library,Quadro RTX 6000,gpu,cgbn,secp256k1,256,SUBTRACTMOD,50000,0.000033216,1505298651.252,0
opencl-kernel,Quadro RTX 6000,GPU,w8,secp256k1,256,SUBTRACTMOD,50000,0.000093039,537408320.320,0
opencl-e2e,Quadro RTX 6000,GPU,w8,secp256k1,256,SUBTRACTMOD,50000,0.001139104,43894134.268,0
opencl-kernel,Quadro RTX 6000,GPU,w16,secp256k1,256,SUBTRACTMOD,50000,0.000045167,1106995983.340,0
opencl-e2e,Quadro RTX 6000,GPU,w16,secp256k1,256,SUBTRACTMOD,50000,0.001072101,46637384.204,0
library,Intel(R) Xeon(R) CPU E5-2699 v4 @ 2.20GHz,host-cpu,gmp-1t,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001141937,43785235.363,0
opencl-kernel,Quadro RTX 6000,GPU,w8,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.002410533,20742301.365,0
opencl-e2e,Quadro RTX 6000,GPU,w8,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.003715292,13457893.787,0
opencl-kernel,Quadro RTX 6000,GPU,w16,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.000547143,91383838.363,0
opencl-e2e,Quadro RTX 6000,GPU,w16,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001842257,27140626.902,0
